487,0
559,1
1141,1
1119,1
801,0
512,1
633,1
1921,0
1787,0
1545,0
1150,0
790,0
116,0
740,0
1690,0
1081,1
830,0
119,1
656,0
1907,0
635,1
369,1
268,0
655,1
935,0
822,1
866,0
46,0
1373,0
1708,0
991,1
876,0
773,0
1219,0
1999,1
4,0
1003,0
1723,0
263,1
1569,0
1830,1
443,0
1002,0
1077,1
837,1
1790,0
304,1
1365,1
1557,0
313,0
149,1
1148,1
1213,0
574,0
50,1
1552,1
726,1
833,0
1377,0
1115,0
1166,1
470,0
971,1
653,0
399,0
511,1
320,1
19,0
684,1
35,1
902,1
1778,0
827,0
1853,0
407,1
920,1
537,1
758,1
1904,1
1062,1
1199,0
245,1
1416,0
1127,0
784,1
1742,1
489,1
154,0
961,1
853,1
1311,0
625,1
685,0
1561,0
569,1
1908,1
17,0
127,0
1346,1
1279,0
1968,1
927,1
980,0
1964,0
190,1
1139,1
992,0
1955,1
1656,1
606,1
180,1
301,0
496,1
1720,1
1709,1
1887,1
1991,0
517,1
1984,1
1069,1
476,1
157,1
1243,0
1195,0
16,0
1535,0
1072,1
1971,1
546,1
1539,1
658,0
1625,1
1019,1
1662,0
1504,0
959,1
1881,0
283,1
797,1
1626,1
225,0
26,0
1770,1
437,1
1948,1
1388,1
229,1
37,0
749,1
1045,1
1398,1
469,1
1692,1
1967,0
687,1
1843,0
639,1
1712,1
1218,1
1158,1
1415,0
1527,0
1655,1
1300,0
1822,0
800,0
1603,0
160,1
956,0
1186,1
821,0
1681,0
877,1
913,0
152,0
1870,1
1776,0
509,0
1135,0
1250,1
1683,1
103,0
1445,1
1443,1
586,0
1768,1
1143,0
53,0
151,1
403,1
1942,1
207,1
1894,1
1122,1
1890,1
8,1
1014,0
1906,1
1060,1
452,0
253,0
1327,1
896,1
1733,1
880,0
1595,1
1888,0
623,0
345,0
1702,1
262,0
1634,0
1321,0
1438,1
150,0
472,1
640,1
1982,0
1882,0
550,1
1779,1
928,1
488,0
1811,0
1171,0
146,0
1704,1
1928,0
402,1
954,1
1877,1
659,1
1372,0
463,0
1349,1
186,0
1147,1
1224,1
608,0
143,0
751,1
1534,1
981,0
197,0
1633,1
883,1
279,1
293,1
1823,0
400,1
122,0
1207,0
202,0
1462,0
835,1
246,1
1439,0
1753,0
1901,0
1707,1
1880,1
1153,1
1661,0
1426,0
384,0
1758,0
854,1
1589,0
219,0
641,1
1,0
112,0
698,1
1915,0
951,0
1648,0
1636,0
1885,1
1410,1
1409,0
1533,1
1291,1
1808,1
441,0
1520,1
1136,0
1715,0
1256,0
1863,0
1631,1
1695,1
1397,0
663,1
1835,0
1257,0
1773,1
1700,0
317,0
648,0
1434,0
1479,0
709,1
1382,1
1282,1
972,1
627,1
632,0
1306,1
1400,0
1408,0
1248,1
1952,1
1254,1
1496,1
1371,1
1529,1
1663,1
1354,0
1925,1
1900,0
1643,1
1848,1
795,0
645,1
1012,1
1839,0
556,0
681,0
577,0
1109,1
1266,0
1722,1
1183,1
524,0
1059,0
540,1
1194,0
1678,1
748,0
1851,1
1430,0
484,0
1757,1
95,0
1020,0
563,0
1264,1
742,1
863,1
1598,0
1714,0
1484,1
891,1
1577,1
1038,0
206,1
392,1
794,0
870,1
397,1
766,0
1841,0
1241,1
1028,0
1792,0
642,0
1891,0
612,1
1762,1
960,1
1570,0
725,0
683,0
98,1
804,1
1751,1
1597,1
406,1
502,1
1071,0
1056,1
929,0
779,1
200,1
134,0
1051,1
40,0
1017,1
230,0
1513,1
1796,1
378,1
288,1
418,0
1698,1
391,1
592,0
1522,0
1162,1
1086,0
1495,0
647,0
1152,0
1367,0
520,0
1862,0
64,1
1836,1
14,0
1180,1
1064,0
492,1
379,0
187,0
763,1
216,1
791,0
1076,0
878,0
337,0
1772,1
719,1
1748,1
295,1
1725,0
1016,1
1275,0
1750,0
1485,1
455,1
1996,1
815,1
1886,0
269,1
995,0
201,0
161,1
1579,0
729,0
401,1
702,1
1500,0
1845,1
1795,0
1129,1
565,0
1413,1
1021,1
1025,1
1411,1
1895,0
1585,1
1104,0
205,0
34,1
775,1
508,0
1451,0
1478,0
1970,0
1390,1
91,1
1363,0
897,1
564,1
1369,0
776,0
241,1
13,0
315,1
600,1
387,0
1297,0
166,0
840,1
20,0
646,0
1842,1
1508,1
1154,0
1528,0
831,1
1267,0
1590,0
1899,0
562,1
1951,0
686,0
957,0
189,1
1806,0
975,1
699,1
1499,1
1705,0
510,0
1082,0
474,0
1584,1
856,1
747,1
252,0
21,0
1337,0
459,0
1184,1
276,0
955,1
1215,1
385,0
805,0
1437,0
1515,1
343,0
769,0
1332,0
1685,0
130,1
1687,0
871,1
1123,1
1396,1
87,0
1482,0
330,1
1238,0
466,0
121,1
1638,1
1044,0
1724,0
1095,1
1130,0
1294,1
860,0
1459,0
1126,0
