URL,URLType
http://9779.info/%E6%9F%93%E7%BA%B8%E4%BD%9C%E5%93%81%E5%89%AA%E8%B4%B4%E7%94%BB/,1
http://www.86028lawyer.cn/ddhimgt02/9f1f8dffbce52fd0-a02adeb987817f56-eaebea61ea616b31b82517c9e7f897db.jpg,1
http://allegro.pl/show_item.php?item=5263847460&sh_dwh_token=d0b6dd74a8394345128e20d296cb1c5e,0
http://lovettz.com/elephant-wall-decor-home-design/elephant-wall-decor-old-design/,1
http://adinamed.com/news/index.php?page=10&catid=0&myord=uptime&myshownums=&showtj=&showdate=&author=&key=,1
http://9779.info/%E6%88%91%E7%9A%84%E5%AE%B6%E5%9B%AD%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://motthegioi.vn/ly-dich/tu-xem-duong-chi-tay-doan-biet-van-menh-tuong-lai-cua-minh-170879.html,0
http://industrialtrainingzirakpur.com/asp-dotnet-training-in-zirakpur.html,1
http://correios.com.br/Para-governo/governo-municipal/solucoes-financeiras/vale-postal-nacional-eletronico-comercial,0
http://torcache.net/torrent/EC01FDADD162A26550318475B1B8296447FBA19F.torrent?title=[kickass.to]the.flash.2014.s01e07.hdtv.x264.lol.ettv,0
http://ap.org/Content/Press-Release/2014/Winter-games-style-guide-distributed-by-AP,0
http://torcache.net/torrent/8AD81BE1CEBFDC61EC0C3164A41E2C0F3476A630.torrent?title=[kickass.to]wwe.smackdown.2015.04.08.webrip.x264.timster.sparrow,0
http://otomoto.pl/oferta/mercedes-benz-clk-klasa-mercedes-clk-500-cabrio-w209-anglik-ID6y4X9f.html,0
http://nguyentandung.org/trien-lam-tu-lieu-ve-hoang-sa-truong-sa-o-trong-va-ngoai-nuoc.html,0
http://torcache.net/torrent/7FA0AB5580BE1FFEBB060D1DB97465D4AFB7491C.torrent?title=[kickass.to]fast.and.furious.7.2015.english.movies.hd.ts.new.source.audo.cleaned.with.sample.rdx,0
https://www.gov.uk/government/world/the-uk-permanent-delegation-to-the-oecd-organisation-for-economic-co-operation-and-development,0
http://3cf.ru/2015/07/21/cheshskii-klyb-podpisal-molodogo-igroka-shahtera/,1
http://www.nhs.uk/aboutNHSChoices/professionals/healthandcareprofessionals/quality-accounts/Pages/about-quality-accounts.aspx,0
http://superuser.com/questions/764941/which-computer-components-become-legacy-the-quickest,0
http://www.vilagnomad.com/tables/loans-for-people-with-bad-credit.php,1
http://askubuntu.com/questions/622199/changes-made-under-command-su-disappeared-after-reboot,0
http://9779.info/%E5%8D%A1%E7%BA%B8%E7%AB%8B%E4%BD%93%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://correios.com.br/sobre-correios/sustentabilidade/sistema-de-gestao-ambiental-1/historico,0
http://correios.com.br/para-sua-empresa/comunicacao/certificados-digitais/agencias-credenciadas/agencias-credenciadas-1/distrito-federal,0
http://3cf.ru/2015/07/21/fytbol-domeniko-skala-vozglavil-specialnyu-izbiratelnyu-komissiu-po-vyboram-prezidenta-fifa/,1
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E6%B4%8B%E3%83%A2%E3%83%8E%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FIhmXyHVEYBSoJSd1+%E8%83%8C%E9%9D%A2%E9%A8%8E%E4%B9%97%E4%BD%8D%E3%80%80%E4%B8%AD%E5%87%BA%E3%81%97+%23ero+%23douga+%23agesage,0
http://www.vilagnomad.com/wp-content/themes/central/css/stylesheet.min.css?ver=3.9.6,1
http://hotlinegsm.com/products/mobile-and-tablet/motorola-droid-razr-xt912-detail,1
http://web.de/magazine/wissen/blog/brynja-adam-radmanic/sanfte-pestizide-pflanzenschutzmittel-guide-hobbygaertner-30289954,0
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,1
http://img27.hc360.cn/27/flashadstyle4scene3/179/888/b/27-1798887.jpg,1
http://elcomercio.pe/mundo/eeuu/eeuu-tren-se-descarrila-filadelfia-y-deja-50-heridos-noticia-1810827?ref=portada_&ft=megamenu&e=foto_5,0
http://9779.info/%E6%B0%B4%E6%9E%9C%E6%AF%9B%E7%BA%BF%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://www.dogbreedinfo.com/images22/AdoptingRescueDogSimiAnnaGoldenSheltie.jpg,1
cloudlogo.co.za/images/shile/helps/file.php,1
http://9779.info/%E5%9C%86%E7%9B%98%E5%AD%90%E8%B1%86%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,1
http://mic.com/articles/105628/10-uplifting-photos-from-2014-showed-us-what-true-love-can-look-like,0
http://9779.info/%E5%9C%A3%E8%AF%9E%E8%8A%82%E7%94%BB%E7%94%BB%E4%BD%9C%E5%93%81/,1
http://3cf.ru/2015/07/20/smi-soobshili-o-planah-ssha-yjestochit-dostyp-kompanii-iz-rossii-k-zaimam/,1
http://momoshop.com.tw/category/LgrpCategory.jsp?l_code=2111600000&mdiv=1000900000-bt_5_023_11&ctype=B&mdiv=1000900000-bt_5_023_11&ctype=B,0
http://bisaneema.org/wp-content/plugins/easy-media-gallery/includes/js/mootools/easymedia.js?ver=3.9.6,1
http://bdnews24.com/lifestyle/2015/05/02/extra-two-minutes-walking-can-add-years-to-your-life,0
http://elitedaily.com/news/world/baltimore-police-sergeants-message-future-video/1023258/,0
http://nesn.com/2015/03/hockey-east-championship-live-bu-umass-lowell-square-off-for-title/,0
http://otomoto.pl/oferta/kobelco-sk35sr-3-mini-koparka-bez-ceny-minimalnej-ID6y53K1.html,0
http://wangqiao365.com/e/wap/show.php?classid=1&id=14&style=0&cpage=0&cid=1&bclassid=0,1
https://grantland.com/features/michael-maccambridge-presents-director-cut-gay-talese-classic-joe-dimaggio-profile/,0
http://sprint.com/business/solutions/sprint_enablers/index.html?INTNAV=ATG:HE:SPEnablers,0
http://chinesevie.com/index.php?option=com_content&view=category&id=96&Itemid=309&lang=en,1
http://www.jin0044.com/cl/?module=System&method=MAdvertis&other=MemberExclusiveII&ExclusiveNo=7,1
http://thenextweb.com/twitter/2015/03/26/twitter-launches-periscope-its-live-video-streaming-meerkat-competitor/gtm.start,0
http://www.114633.com/app/member/SportOption.php?uid=guest&langx=gb,1
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%B4%A0%E4%BA%BA%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FeDP02UuWi0uPSXLt+%E3%81%82%E3%81%84+%E7%84%A1%E4%BF%AE%E6%AD%A3+%23ero+%23douga+%23agesage,0
http://fanpage.gr/wp-content/plugins/meks-flexible-shortcodes/css/font-awesome/css/font-awesome.min.css?ver=1.2.4,0
http://irecommend.ru/content/lnyanaya-kasha-produkt-dnya-ot-sergeya-agapkina-esh-i-khudei-so-steviei-galegoi-i-topinambur,0
http://9779.info/%E4%BD%8F%E5%9C%A8%E6%A0%91%E4%B8%8A%E7%9A%84%E5%AE%B6%E5%89%AA%E8%B4%B4%E7%94%BB/,1
http://torcache.net/torrent/8C8085CF5C8E949BFDD1E276B6B2E4C2E3DF3560.torrent?title=[kickass.to]the.flash.2014.s01e01.hdtv.x264.lol.ettv,0
rpcomputers.in/wp-content/config/rr.php,1
http://nesn.com/2015/05/ufc-fight-night-miocic-vs-hunt-live-stream-watch-weigh-in-online/,0
http://espn.go.com/espnw/news-commentary/article/12586146/dear-indiana-need-amend-your-religious-freedom-bill,0
http://9779.info/%E7%A2%8E%E5%8D%A1%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%A3%89%20%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://www.jin0044.com/ipl/app/help.php?GameType=5707&lang=zh-cn&HALLID=3820004&State=0,1
http://yourlust.com/videos/lesbian-delight-with-two-skinny-european-blonde-angels.html,0
http://correios.com.br/para-sua-empresa/exportacao-e-importacao/exportacao/documentos-para-exportacao,0
http://depositphotos.com/login.html?url=%2F63188155%2Fstock-photo-double-exposure-of-traveler-and.html,0
http://icicibank.com/Personal-Banking/onlineservice/online-services/online-tax-payment/manage-tax.page,0
http://wxztjz.com/e/public/onclick?enews=donews&classid=76&id=127,1
http://9779.info/%E8%8A%B1%E5%8D%89%E5%B8%83%E8%B4%B4%E7%94%BB/,1
http://9779.info/%E7%B2%98%E8%B4%B4%E7%94%BB%E7%9A%B1%E7%BA%B9%E7%BA%B8%E5%9B%A2/,1
https://serverfault.com/questions/512828/virtual-interface-gets-static-ip-actual-interface-doesnt,0
http://9779.info/%E8%8F%A0%E8%90%9D%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://thenextweb.com/apps/2011/07/24/the-complete-list-of-top-instagram-apps/instawar/gtm.js,0
http://mic.com/articles/110832/jeb-bush-says-he-s-not-like-his-brother-don-t-believe-him,0
http://www.ilovespeedbumps.com/wp-content/themes/ifeature/core/css/foundation.css,1
http://wangqiao365.com/e/wap/show.php?classid=2&id=12&style=0&cpage=0&cid=2&bclassid=0,1
http://pikabu.ru/tag/%D0%BF%D1%82%D0%B5%D0%BD%D1%86%D1%8B%20%D0%B3%D0%BE%D0%BB%D1%83%D0%B1%D0%B5%D0%B9/hot,0
http://9779.info/%E5%BA%86%E5%85%83%E6%97%A6%E4%B9%A6%E7%94%BB%E4%BD%9C%E5%93%81/,1
http://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fzoetekroon.nl%2F2013%2F09%2Fgeen-bestellingen-tot-eind-2013%2F&layout=button_count&show_faces=true&width=450&action=like&font=tahoma&colorscheme=light,1
http://syosetu.com/searchuser/search/index.php?name1st=%E3%82%89&all=1&all2=1&all3=1&all4=1&p=2,0
http://9779.info/%E6%89%8B%E5%B7%A5%E8%B4%9D%E5%A3%B3%E7%B1%BB%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://io9.com/behold-tom-hiddlestons-shirtless-audition-for-the-role-1511013061/templates/closure/,0
http://www.0068555.com/cl/tpl/template/style/element/font-awesome.css?v=ver31.32,1
http://babal.net/news/view/111837/%D8%B4%D9%8A%D8%AE-%D8%A7%D9%84%D8%A3%D8%B2%D9%87%D8%B1-%D9%8A%D9%8F%D9%87%D9%86%D9%91%D9%90%D8%A6-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D9%8A%D9%86-%D9%88%D8%A7%D9%84%D8%A3%D9%85%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D9%91%D9%8E%D8%A9-%D9%88%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D9%91%D9%8E%D8%A9-%D8%A8%D8%B0%D9%83%D8%B1%D9%89-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D8%A7%D8%AC,0
http://9779.info/%E7%94%A8%E8%89%B2%E5%BD%A9%E6%A3%92%E6%8B%BC%E8%B4%B4%E7%94%BB/,1
http://espn.go.com/blog/nhl/post/_/id/37187/dont-mess-with-braden-holtby-when-its-time-to-stop-the-puck,0
http://indianexpress.com/article/world/middle-east-africa/a-look-at-nations-involved-in-saudi-led-airstrikes-on-yemen/,0
http://www.xj9599.com/app/member/indexx.php?path=pages&pages=yh&uid=f554ab9b50d41d8cd98fra3,1
http://9779.info/%E5%B9%BC%E5%84%BF%E6%92%95%E7%BA%B8%E5%A4%AA%E9%98%B3%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://www.711100.com/app/member/SportOption.php?uid=guest&langx=gb,1
http://9779.info/ppt%E5%89%AA%E8%B4%B4%E7%94%BB%20%E5%9B%A2%E9%98%9F/,1
http://qz.com/165716/how-i-made-sure-all-12-of-my-kids-could-pay-for-college-themselves/,0
http://www.google.com/recaptcha/api/challenge?k=6LcD9swSAAAAAO1fRCyDCmOB_N24aG7AXJ6kId9s,1
http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/fbtrack.js?ind=j,1
http://censor.net.ua/tag/5146/%D0%A1%D0%B0%D0%BC%D0%BE%D0%BF%D0%BE%D0%BC%D0%B8%D1%87,0
http://www.711100.com/cl/?module=MJScript&method=js&suffix=Rmlyc3Q=,1
http://jezebel.com/how-to-kick-a-guy-in-the-balls-an-illustrated-guide-1657810297/layer/,0
http://hotlinegsm.com/products/mobile-and-tablet/htc-titan-ii-detail/askquestion/modal,1
http://khabaronline.ir/(X(1)S(eec3vj00uqdqzt3ms3s30xki))/detail/415982/multimedia/movie,0
http://www.vilagnomad.com/tables/payday-loans-direct-lenders-only.php,1
http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://3cf.ru/2015/07/21/ianykovich-ischez-iz-bazy-rozyska-interpola/,1
http://9779.info/%E4%BB%A3%E8%A1%A8%E5%9B%9B%E5%AD%A3%E7%9A%84%E7%94%BB/,1
http://olx.pl/i2/elektronika/komputery/routery-i-modemy/elektronika/komputery/routery-i-modemy,0
http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,1
http://shop-pro.jp/func/%e7%84%a1%e6%96%99-%e3%82%a2%e3%82%a4%e3%82%b3%e3%83%b3%e3%83%bb%e7%b4%a0%e6%9d%90/,0
http://www.waihuift.com/img/aHR0cDovL3FxLmNpMTIzLmNvbS9waG90b3MvMjAxMS8wNi8xNy8xMzA4MjkyNjkxMTM2My5qcGc=.jpg,1
http://www.824555.com/cl/js/jquery-ui-1.8.21.custom.min.js?v=ver17.32,1
http://ecnavi.jp/redirect/?url=http://click.j-a-net.jp/161196/545434/UI%user_id%IT58305FR34,0
http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://aljazeera.net/Home/GetPage/f6451603-4dff-4ca1-9c10-122741d17432/ae4339a1-3e4f-44dc-aeee-b1fd1cb668c4,0
http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,1
http://allegro.pl/listing/listing.php?bmatch=seng-v10-p-sm-pers-isqm-chl-moda-0414&id=20782&order=m&p=2&string=%7Bstring%7D,0
http://distractify.com/yosef-lerner/x-hilarious-teachers-creatively-inspiring-the-youth-of-today/,0
http://torcache.net/torrent/E2D52FE557318AAED058398B45C4047345F5FBDF.torrent?title=[kickass.to]joseph.trapanese.insurgent.original.motion.picture.soundtrack.2015.mp3.booklet.320.kbps.tx,0
http://depositphotos.com/login.html?url=%2F23326880%2Fstock-photo-key-to-team-success.html,0
http://www.west263.com/services/domain/aprice_show.asp?d=bigtruckstopseek.cn,1
http://www.114633.com/cl/tpl/bojue/ver2/css/bojue.css?v=ver23.32,1
http://9779.info/%E4%BA%91%E6%9C%B5%20%E5%89%AA%E8%B4%B4%E7%94%BB/,1
http://bdnews24.com/environment/2015/04/02/toxic-oceans-behind-mass-extinction-200-mn-years-ago,0
http://www.nkedu.org/displaypage/upload/LOCAL/2013/10/14/20131014174130954004.jpg,1
http://stackoverflow.com/questions/30226153/how-to-validate-uploaded-file-in-relate-model-in-asp-net-mvc,0
http://9779.info/%E5%88%9D%E4%B8%AD%E7%94%BB%E7%9A%84%E5%AE%89%E5%85%A8%E6%89%8B%E6%8A%84%E6%8A%A5/,1
http://pelis24.com/peliculasvose/17074-supernatural-10x02-reichenbach-2005-online.html,0
http://thenextweb.com/apps/2011/07/24/the-complete-list-of-top-instagram-apps/cartagram/gtm.start,0
http://9779.info/%E6%89%8B%E5%B7%A5%E6%9C%8D%E8%A3%85%E5%B8%83%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,1
http://chinesevie.com/index.php?option=com_content&view=article&id=118&Itemid=18&lang=en,1
http://9779.info/%E5%84%BF%E7%AB%A5%E5%9B%BE%E5%BD%A2%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://zoetekroon.nl/wp-content/themes/simplo/css/prettyPhoto.css,1
http://www.711100.com/cl/?module=System&method=MAdvertis&other=JoinMember,1
http://www.jin0044.com/cl/?module=System&method=MAdvertis&other=MemberExclusiveII&ExclusiveNo=7,1
http://tobogo.net/cdsb/board.php?board=storytv&bm=view&no=556&category=&auth=&page=1&search=&keyword=&recom=,0
http://steamcommunity.com/app/440/discussions/0/620713633843193068/%22http://steamcommunity.com/greenlight/%22,0
http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,1
http://img74.ph.126.net/6wRnNJsxPuAtord8nxkzuw==/847802629854310112.jpg,1
https://medium.com/@rybchin/is-vice-media-the-member-s-only-jacket-of-the-media-industry-e67e3ac60d7e?source=has-recommended,0
http://9779.info/%E5%88%9D%E4%B8%AD%E5%A4%A9%E5%AE%89%E9%97%A8%E5%9B%BE%E7%94%BB%E4%BD%9C%E5%93%81/,1
http://9779.info/%E5%B9%BF%E5%91%8A%E5%92%8C%E6%8B%9B%E8%B4%B4%E7%94%BB%E5%84%BF%E7%AB%A5%E7%94%BB/,1
http://mixi.jp/system/app_beacon.pl?beacon_params=bmV3X2Fycml2YWxfdG9wLDQwNzk5IDQwODAyIDM5MTMyIDQwNzkxIDQwNTE0IDQwNzgyIDQwNzcwIDQwNzUyIDM5OTE2,0
http://9779.info/%E5%A2%99%E5%A3%81%E8%B4%B4%E7%94%BB%E6%95%88%E6%9E%9C%E5%A4%A7%E5%9B%BE/,1
http://sourceforge.net/directory/communications/add_facet_filter?facet=os&constraint=Other+Operating+Systems+%3A%3A+WinNT,0
http://seesaawiki.jp/pathofexile/d/%b9%b9%a4%ca%a4%eb%20Forsaken%20Masters%20%a4%ce%be%f0%ca%f3,0
http://9779.info/%E4%BC%9A%E5%8A%A8%E7%9A%84%E6%B0%B4%E6%9E%9C%E7%AE%80%E7%AC%94%E7%94%BB/,1
http://3cf.ru/2015/07/21/pytin-ystroit-priem-v-kremle-v-chest-velikogo-kniazia-vladimira/,1
http://www.pubyun.com/blog/cloud/%e4%ba%91%e8%ae%a1%e7%ae%97%e4%b8%ad%e7%9a%84%e5%ae%89%e5%85%a8%e8%b4%a3%e4%bb%bb%e5%88%92%e5%88%86/,1
http://9779.info/%E5%8D%8A%E7%AB%8B%E4%BD%93%E5%B9%BC%E5%84%BF%E5%89%AA%E8%B4%B4%E7%94%BB/,1
http://tobogo.net/cdsb/board.php?board=storytv&bm=view&no=545&category=&auth=&page=1&search=&keyword=&recom=,0
http://extratorrent.cc/torrent_download/4189688/Dot+net+-+Responsive+Web+Design+%28July+2015%29+%28True+PDF%29.torrent,0
http://img1.makepolo.net/images/formals/medium_img/product/976/360/medium_26f8a1906c6de14cd24702216e5658f2.jpg,1
http://9779.info/%E5%A4%9A%E5%BD%A9%E6%B0%91%E6%97%8F%E9%A3%8E%E5%89%AA%E8%B4%B4%E7%94%BB/,1
http://amos.im.alisoft.com/online.aw?v=2&uid=%E6%9D%B0%E7%89%B9%E8%87%A3%E6%B6%9B&site=cntaobao&s=1&charset=utf-8,1
http://9779.info/%E7%A2%8E%E6%AF%9B%E7%BA%BF%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://censor.net.ua/news/336040/pod_kievom_progremel_vzryv_na_gazoraspredelitelnoyi_stantsii,0
http://9779.info/%E5%B9%BC%E5%84%BF%E5%88%9B%E6%84%8F%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://bdimg.share.baidu.com/static/api/js/share.js?v=89860593.js?cdnversion=,1
http://akhbarelyom.com/news/ArticleSectionList/266/1/%D8%B9%D9%84%D8%A7%D8%A1-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D9%88.html,0
http://slashdot.org/story/13/07/19/0126234/how-one-drunk-driver-sent-my-company-to-the-cloud,0
http://grasslandhotel.com.vn/index.php/tours/mysontours/items/fbtrack.js,1
http://9779.info/%E5%89%AA%E7%BA%B8%E4%B8%BB%E9%A2%98%E5%A2%99%E5%B8%83%E7%BD%AE/,1
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%B8%8D%E7%BB%87%E5%B8%83%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://9779.info/%E5%85%B3%E4%BA%8E%E9%92%B1%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,1
http://9779.info/%E9%87%91%E9%B1%BC%E5%8F%B6%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,1
http://9779.info/%E5%BD%A9%E7%BA%B8%E7%AB%8B%E4%BD%93%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,1
http://kenh14.vn/tv-show/gmtq-nhi-cap-doi-ngoai-quoc-ven-ao-khoe-body-bi-rain-20141128060024699.chn,0
caitlingunning.co.za/ray/server/gate.php,1
http://torrentdn.com/bbs/s.php?bo_table=torrent_util&wr_id=18263&k=%ED%8F%AC%ED%86%A0%EC%83%B5&page=1,0
http://9779.info/%E7%81%AB%E6%9F%B4%20%E5%88%9B%E6%84%8F%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,1
http://cdn.114633.com/tpl/730/233949/images/141552565674.png?221476,1
http://9779.info/%E7%B2%98%E8%B4%B4%E7%94%BB%E7%9A%B1%E7%BA%B9%E7%BA%B8%E5%9B%A2/,1
https://medium.com/work-with-purpose/cultivate-gratitude-533d3cc4a084?source=has-recommended,0
http://indianexpress.com/article/entertainment/bollywood/1920-london-to-release-by-april-2015-meera-chopra/,0
http://www.3344mt.com/cl/tpl/montecarlo/ver1/css/montecarlo.css?v=ver16.32,1
http://1337x.to/torrent/1044235/Magic-in-the-Moonlight-2014-LIMITED-MKV-1080p-DTS-DD5-1NedSubs-TBS/,0
http://stackexchange.com/newsletters/newsletter?site=productivity.stackexchange.com,0
http://www.jin0044.com/cl/tpl/jin2015/ver1/css/jin2015.css?v=ver14.32,1
http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%88%9B%E6%84%8F/,1
http://www.yejs.cn/Article/UploadFiles/201202/20120210093947814.jpg,1
http://player.polyv.net/videos/3ee850a192d81e2c58f65f9ff5eb0f32_3.swf,1
http://pinterest.com/pin/create/button/?url=http://www.greeteasy.com/happy-ganesh-chaturthi-1/&media=http://media.zumvu.com/2014/blog-photos/20140121-4-1390316369-161-1390316327.png,1
http://tinnhanh360.net/dao-goc-co-thu-ngan-nam-canh-ngoi-chua-linh-thieng-va-phat-hien-su-that-ko-tuong.html,0
http://momoshop.com.tw/category/LgrpCategory.jsp?l_code=2108800000&Area=tooth&FTOOTH=21&mdiv=1000900000-bt_5_023_06&ctype=B,0
http://www.wu8188.com/cl/tpl/five-star/ver1/css/five-star.css?v=ver15.32,1
http://chinacxyy.com/newscodejs.asp?lm2=186&list=9&icon=images/icon/001.gif&tj=0&font=9&hot=0&new=0&line=26&lmname=1&open=1&n=30&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,1
http://9779.info/%E5%8D%AB%E7%94%9F%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE/,1
http://imgst-dl.meilishuo.net/pic/l/d5/86/ada311a9d84d4bb3a9261884e9b8_538_538.jpeg,1
http://www.824555.com/app/member/main.php?uid=guest&langx=zh-cn&page_site=ball,1
http://tobogo.net/cdsb/board.php?board=storytv&bm=view&no=546&category=&auth=&page=1&search=&keyword=&recom=,0
